"DATE","WEIGHT","TOE","POP","REC"
2000-09-05,30,"5//28508090",62,FALSE
2000-10-03,28,"5//28508090",86,FALSE
2000-10-31,28,"5//28508090",107,FALSE
2000-09-05,25,"5//310306080",62,FALSE
2000-09-05,36,"5//310307080",62,FALSE
2000-10-03,30,"5//310307080",86,FALSE
2000-12-27,32,"5//310307080",101,FALSE
2001-01-23,28,"5//310307080",78,FALSE
2001-02-21,34,"5//310307080",73,FALSE
2001-01-23,21,"5//31040708010",78,FALSE
2000-09-06,39,"5//310508090",62,FALSE
2001-07-10,45,"5//355080100",20,FALSE
1999-11-30,53,"5//3575070",351,FALSE
1999-12-28,44,"5//3575070",332,FALSE
2000-01-25,42,"5//3575070",197,FALSE
2000-02-22,41,"5//3575070",125,FALSE
2000-11-28,24,"5//36307080",102,FALSE
2000-12-27,27,"5//36307080",101,FALSE
1999-11-30,37,"5//3640100",351,FALSE
2000-12-27,25,"5//3640507090",101,FALSE
2000-12-27,24,"5//36407090",101,FALSE
2000-10-04,33,"5//365080100",86,FALSE
1999-11-30,36,"5//371060",351,FALSE
2000-01-27,26,"5//371070",197,FALSE
1999-11-30,27,"5//3720100",351,FALSE
1999-12-28,25,"5//3720100",332,FALSE
1999-11-30,28,"5//372080",351,FALSE
1999-11-30,40,"5//373090",351,FALSE
1999-12-29,31,"5//373090",332,FALSE
2000-02-22,23,"5//3740100",125,FALSE
1999-11-30,31,"5//374080",351,FALSE
1999-11-30,43,"5//3750100",351,FALSE
1999-12-28,41,"5//3750100",332,FALSE
1999-11-30,48,"5//382070",351,FALSE
1999-11-30,49,"5//385070",351,FALSE
1999-11-30,53,"5//385080",351,FALSE
1999-11-30,41,"5//405080100",351,FALSE
2000-10-31,17,"5//4104090100",107,FALSE
1999-12-01,29,"5//4204060",351,FALSE
1999-12-28,27,"5//4204060",332,FALSE
1999-12-01,21,"5//4204080",351,FALSE
1999-12-01,15,"5//42050100",351,FALSE
2000-10-31,20,"5//420506090",107,FALSE
2000-11-30,23,"5//420506090",102,FALSE
1999-12-01,36,"5//42060100",351,FALSE
1999-12-28,33,"5//42060100",332,FALSE
2000-11-01,20,"5//430407080",107,FALSE
2001-01-23,24,"5//430407080",78,FALSE
2001-02-20,27,"5//430407080",73,FALSE
1999-12-01,37,"5//4305060",351,FALSE
2000-11-01,12,"5//430506080",107,FALSE
2000-11-02,42,"5//430508090",107,FALSE
1999-12-01,20,"5//4306080",351,FALSE
1999-12-29,20,"5//4306080",332,FALSE
1999-12-01,42,"5//43070100",351,FALSE
2000-02-22,22,"5//4308090",125,FALSE
2000-03-21,29,"5//4308090",73,FALSE
2000-04-18,30,"5//4308090",26,FALSE
2000-05-17,33,"5//4308090",27,FALSE
1999-12-02,29,"5//4507080",351,FALSE
1999-12-02,20,"5//4510100",351,FALSE
1999-12-02,52,"5//452070",351,FALSE
1999-12-02,26,"5//452090",351,FALSE
2000-11-29,16,"5//46205090",102,FALSE
2001-01-23,19,"5//462070100",78,FALSE
2000-11-29,35,"5//46304080",102,FALSE
2000-11-30,21,"5//46308090",102,FALSE
2000-11-30,24,"5//46406090",102,FALSE
2000-12-27,26,"5//46406090",101,FALSE
2000-12-27,26,"5//481030100",101,FALSE
2000-12-27,19,"5//48105070",101,FALSE
2000-12-27,20,"5//481060100",101,FALSE
2000-12-27,27,"5//48108090",101,FALSE
2000-12-29,21,"5//48206090",101,FALSE
2001-01-23,22,"5//48206090",78,FALSE
2001-01-23,22,"5//520406070",78,FALSE
2001-01-25,21,"5//5205080100",78,FALSE
1999-11-02,19,"5//53080",320,FALSE
2001-02-20,35,"5//620407080",73,FALSE
2001-02-20,29,"5//6204090100",73,FALSE
2001-02-20,32,"5//620506080",73,FALSE
2001-03-22,33,"5//620506080",51,FALSE
2001-04-19,35,"5//620506080",38,FALSE
2001-07-10,47,"5//620506080",20,TRUE
2001-02-20,33,"5//6205070100",73,FALSE
2001-03-22,30,"5//6205070100",51,FALSE
2001-04-18,30,"5//6205070100",38,FALSE
2001-05-15,33,"5//6205070100",22,FALSE
2001-06-12,45,"5//6205070100",11,FALSE
2001-02-20,26,"5//620507080",73,FALSE
1999-11-02,32,"5//62060",320,FALSE
2001-02-21,27,"5//630406090",73,FALSE
2001-02-21,24,"5//630407080",73,FALSE
1999-11-02,43,"5//63070",320,FALSE
1999-12-01,41,"5//63070",351,FALSE
1999-11-02,31,"5//64080",320,FALSE
1999-12-29,45,"5//64090",332,FALSE
2000-01-26,41,"5//64090",197,FALSE
2000-02-23,36,"5//64090",125,FALSE
1999-11-02,55,"5//65060",320,FALSE
1999-11-30,51,"5//65060",351,FALSE
2001-03-22,40,"5//720308090",51,FALSE
2001-04-18,40,"5//720308090",38,FALSE
2001-03-22,30,"5//720406080",51,FALSE
2001-03-22,27,"5//7204080100",51,FALSE
2001-03-22,36,"5//720506070",51,FALSE
2001-04-19,38,"5//720506070",38,FALSE
2001-05-16,46,"5//720506070",22,FALSE
2001-06-12,55,"5//720506070",11,TRUE
2001-03-22,34,"5//7205080100",51,FALSE
1999-11-02,41,"5//73070",320,FALSE
2001-07-11,24,"5//740506080",20,FALSE
2001-08-07,42,"5//740506080",37,FALSE
2001-09-04,50,"5//740506080",58,FALSE
2001-10-02,42,"5//740506080",98,FALSE
2001-05-15,48,"5//810306070",22,FALSE
1999-12-28,31,"5//8104060",332,FALSE
2000-02-24,23,"5//81050100",125,FALSE
1999-12-28,29,"5//8105060",332,FALSE
2000-01-26,22,"5//8105060",197,FALSE
2000-02-22,26,"5//8105060",125,FALSE
2000-05-16,45,"5//8105060",27,FALSE
2000-06-13,50,"5//8105060",17,TRUE
1999-12-28,27,"5//81060100",332,FALSE
2000-04-20,28,"5//8106080",26,FALSE
1999-11-02,38,"5//81090",320,FALSE
1999-11-30,32,"5//81090",351,FALSE
1999-12-28,26,"5//8203060",332,FALSE
1999-12-28,32,"5//8203080",332,FALSE
2001-11-01,49,"5//820408090",129,FALSE
2001-11-27,49,"5//820408090",220,FALSE
2001-12-27,45,"5//820408090",165,FALSE
2001-11-29,40,"5//8205070100",220,FALSE
1999-11-02,14,"5//830100",320,FALSE
1999-12-28,27,"5//83040100",332,FALSE
2001-08-08,24,"5//830406070",37,FALSE
1999-12-28,28,"5//8304070",332,FALSE
1999-12-28,26,"5//8304080",332,FALSE
2001-08-09,45,"5//830506090",37,FALSE
2001-09-04,40,"5//830506090",58,FALSE
1999-12-29,29,"5//8305080",332,FALSE
2000-01-26,24,"5//8305080",197,FALSE
1999-12-29,24,"5//84070100",332,FALSE
2000-01-25,20,"5//84070100",197,FALSE
1999-12-29,30,"5//84090100",332,FALSE
1999-12-29,24,"5//8506090",332,FALSE
1999-11-03,35,"5//85070",320,FALSE
1999-12-29,24,"5//85070100",332,FALSE
2000-01-26,22,"5//85070100",197,FALSE
2001-10-30,62,"6//104080100",129,FALSE
2001-10-30,49,"6//1102070",129,FALSE
2002-06-11,44,"6//1102090100",30,FALSE
2002-08-06,55,"6//110306080",50,FALSE
2002-10-29,55,"6//110306080",254,FALSE
2002-11-26,54,"6//110306080",278,FALSE
2002-06-11,29,"6//110306090",30,TRUE
2002-08-06,47,"6//110306090",50,TRUE
2001-10-30,37,"6//1103070",129,FALSE
2001-11-27,24,"6//1103070",220,FALSE
2001-10-30,33,"6//11050100",129,FALSE
2001-11-28,23,"6//11050100",220,FALSE
2003-01-21,28,"6//11050100b",261,FALSE
2003-05-15,33,"6//11050100b",23,FALSE
2001-10-30,52,"6//1107090",129,FALSE
2001-10-31,33,"6//1108090",129,FALSE
2001-11-27,39,"6//1108090",220,FALSE
2001-10-31,48,"6//1204080",129,FALSE
2001-10-31,36,"6//1206080",129,FALSE
2002-01-23,28,"6//1208090",132,FALSE
2002-02-23,27,"6//1208090",54,FALSE
2001-11-01,37,"6//13040100",129,FALSE
2002-07-09,23,"6//15102090",35,TRUE
2002-07-10,21,"6//15106090",35,FALSE
2002-08-06,29,"6//152040100",50,FALSE
2002-10-30,40,"6//152040100",254,FALSE
2002-10-29,34,"6//15205070",254,FALSE
2002-11-26,38,"6//15205070",278,FALSE
2002-12-23,35,"6//15205070",264,FALSE
2002-08-07,40,"6//152080100",50,FALSE
2002-09-03,43,"6//152080100",81,FALSE
2002-09-30,33,"6//153040100",126,FALSE
2002-08-08,19,"6//153050100",50,FALSE
2002-11-26,34,"6//15307080",278,FALSE
2002-12-22,29,"6//15307080",264,FALSE
2003-01-23,25,"6//15307080",261,FALSE
2002-09-03,47,"6//15406090",81,FALSE
2002-09-30,45,"6//154070100",126,FALSE
2002-09-03,45,"6//155060100",81,FALSE
2002-09-03,42,"6//15506080",81,TRUE
2002-10-29,44,"6//15506080",254,FALSE
2002-09-03,36,"6//15507080",81,FALSE
2002-09-03,16,"6//15508090",81,FALSE
2002-09-03,47,"6//155090100",81,FALSE
2002-10-31,41,"6//16103090",254,FALSE
2002-09-04,36,"6//16104060",81,FALSE
2002-09-30,42,"6//16104060",126,FALSE
2002-11-26,26,"6//16105080",278,FALSE
2003-01-22,31,"6//161060100",261,FALSE
2003-02-18,35,"6//161060100",250,FALSE
2002-09-05,50,"6//16108090",81,FALSE
2002-09-05,50,"6//16203080",81,FALSE
2002-12-22,24,"6//162040100",264,FALSE
2002-09-28,32,"6//16205090",126,FALSE
2003-02-18,21,"6//162060100",250,FALSE
2002-11-26,36,"6//16207080",278,FALSE
2002-09-28,19,"6//162080100",126,FALSE
2002-09-28,36,"6//163040100",126,FALSE
2002-10-29,34,"6//163040100",254,FALSE
2003-01-21,29,"6//16307090",261,FALSE
2002-09-28,39,"6//16405060",126,FALSE
2002-10-30,42,"6//16405060",254,FALSE
2002-11-26,44,"6//16405060",278,FALSE
2002-11-26,32,"6//16407080",278,FALSE
2002-09-28,38,"6//16506080",126,FALSE
2002-09-29,49,"6//165070100",126,FALSE
2002-10-31,55,"6//165070100",254,FALSE
2002-11-26,50,"6//165070100",278,FALSE
2002-12-22,45,"6//165070100",264,FALSE
2003-01-21,27,"6//165070100",261,FALSE
2003-02-18,37,"6//165070100",250,FALSE
2002-09-29,36,"6//16508090",126,FALSE
2002-10-30,41,"6//16508090",254,FALSE
2002-11-26,44,"6//16508090",278,FALSE
2003-01-21,32,"6//17102060",261,FALSE
2002-09-29,27,"6//171040100",126,FALSE
2002-10-29,32,"6//171040100",254,FALSE
2002-10-31,42,"6//17104080",254,FALSE
2002-09-30,31,"6//17105090",126,FALSE
2002-09-30,21,"6//172030100",126,FALSE
2002-10-29,21,"6//172030100",254,FALSE
2002-11-26,24,"6//172030100",278,FALSE
2002-09-30,46,"6//17204060",126,FALSE
2002-10-30,55,"6//17204060",254,FALSE
2002-11-26,45,"6//17204060",278,FALSE
2002-12-22,21,"6//172050100",264,FALSE
2002-10-29,36,"6//17205070",254,FALSE
2002-10-29,40,"6//172080100",254,FALSE
2002-11-26,32,"6//172080100",278,FALSE
2002-12-22,27,"6//172080100",264,FALSE
2002-10-29,36,"6//17304080",254,FALSE
2002-10-29,33,"6//17306070",254,FALSE
2002-11-26,31,"6//17306070",278,FALSE
2002-10-29,24,"6//17307080",254,FALSE
2002-10-29,35,"6//175090100",254,FALSE
2002-11-27,32,"6//175090100",278,FALSE
2002-10-29,45,"6//18102090",254,FALSE
2003-01-22,25,"6//18104070",261,FALSE
2003-02-19,26,"6//18104070",250,FALSE
2003-03-18,32,"6//18104070",103,FALSE
2002-12-22,35,"6//181050100",264,FALSE
2003-01-22,25,"6//181050100",261,FALSE
2002-10-29,43,"6//18106070",254,FALSE
2002-11-26,42,"6//18106070",278,FALSE
2002-10-29,38,"6//18107090",254,FALSE
2002-10-30,31,"6//182090100",254,FALSE
2002-10-30,40,"6//18306090",254,FALSE
2002-10-30,43,"6//18307080",254,FALSE
2002-11-26,45,"6//18307080",278,FALSE
2002-10-30,34,"6//183090100",254,FALSE
2002-11-27,34,"6//183090100",278,FALSE
2002-10-30,31,"6//184070100",254,FALSE
2002-11-27,26,"6//184070100",278,FALSE
2002-12-22,27,"6//184070100",264,FALSE
2003-01-22,25,"6//184070100",261,FALSE
2002-12-22,18,"6//18407090",264,FALSE
2003-01-21,22,"6//18407090",261,FALSE
2002-10-31,51,"6//18506080",254,FALSE
2002-11-27,44,"6//18506080",278,FALSE
2002-10-31,35,"6//210207090",254,FALSE
2002-11-27,36,"6//210207090",278,FALSE
2002-10-31,23,"6//2102090100",254,FALSE
2002-11-26,26,"6//210305080",278,FALSE
2002-12-23,21,"6//210305080",264,FALSE
2002-10-31,45,"6//210306080",254,FALSE
2002-11-27,45,"6//210306080",278,FALSE
2002-10-31,53,"6//210307080",254,FALSE
2002-11-26,45,"6//210307080",278,FALSE
2002-10-31,27,"6//2103090100",254,FALSE
2002-10-31,32,"6//210406070",254,FALSE
2002-11-27,31,"6//210406070",278,FALSE
2002-12-22,27,"6//210406070",264,FALSE
2003-01-22,30,"6//210406070",261,FALSE
2002-10-31,28,"6//210407080",254,FALSE
2002-11-26,26,"6//210407080",278,FALSE
2002-12-22,25,"6//210407080",264,FALSE
2003-01-21,24,"6//210407080",261,FALSE
2003-02-18,23,"6//210407080",250,FALSE
2003-03-18,25,"6//210407080",103,FALSE
2003-04-15,24,"6//210407080",62,FALSE
2002-10-31,48,"6//2104090100",254,FALSE
2002-10-31,43,"6//2105070100",254,FALSE
2002-10-31,37,"6//210507080",254,FALSE
2002-10-31,21,"6//220307080",254,FALSE
2002-11-26,25,"6//220307080",278,FALSE
2002-10-31,23,"6//220307090",254,FALSE
2002-11-26,18,"6//220308090",278,FALSE
2002-11-26,45,"6//220406070",278,FALSE
2002-11-26,23,"6//2204080100",278,FALSE
2002-11-26,45,"6//2204090100",278,FALSE
2002-12-23,41,"6//2204090100",264,FALSE
2002-11-26,31,"6//220506080",278,FALSE
2003-01-21,24,"6//220507080",261,FALSE
2001-11-27,24,"6//2206090",220,FALSE
2001-11-27,21,"6//2304060",220,FALSE
2002-11-26,33,"6//230406090",278,FALSE
2002-11-26,46,"6//2305060100",278,FALSE
2003-01-21,25,"6//230506080",261,FALSE
2003-01-21,24,"6//230507080",261,FALSE
2001-11-27,17,"6//2306070",220,FALSE
2001-11-27,30,"6//23070100",220,FALSE
2002-02-23,21,"6//23090100",54,FALSE
2002-03-21,21,"6//23090100",34,FALSE
2001-10-02,28,"6//2510",98,FALSE
2002-11-27,25,"6//251050100",278,FALSE
2002-12-24,23,"6//251050100",264,FALSE
2003-01-21,23,"6//251050100",261,FALSE
2003-02-18,25,"6//251050100",250,FALSE
2003-03-18,26,"6//251050100",103,FALSE
2002-11-27,29,"6//25106070",278,FALSE
2002-12-22,28,"6//25106070",264,FALSE
2003-01-21,22,"6//25106070",261,FALSE
2001-11-27,23,"6//251080",220,FALSE
2001-12-27,23,"6//251080",165,FALSE
2002-11-27,28,"6//25203060",278,FALSE
2003-01-21,21,"6//25203090",261,FALSE
2002-11-27,32,"6//252040100",278,FALSE
2002-12-22,21,"6//252040100",264,FALSE
2002-11-27,29,"6//252070100",278,FALSE
2003-01-21,39,"6//25405080",261,FALSE
2003-02-18,42,"6//25405080",250,FALSE
2003-03-18,42,"6//25405080",103,FALSE
2002-11-28,22,"6//25406080",278,FALSE
2003-02-19,26,"6//25406080",250,FALSE
2003-02-19,23,"6//255070100",250,FALSE
2001-10-02,27,"6//2580",98,FALSE
2001-10-02,43,"6//26100",98,FALSE
2002-12-22,18,"6//26103090",264,FALSE
2003-01-21,22,"6//26103090",261,FALSE
2002-12-22,29,"6//26106070",264,FALSE
2003-02-19,22,"6//26203070",250,FALSE
2002-12-22,33,"6//26204060",264,FALSE
2003-01-21,33,"6//26204060",261,FALSE
2002-12-22,36,"6//26204080",264,FALSE
2003-01-22,33,"6//26204080",261,FALSE
2001-11-28,33,"6//262090",220,FALSE
2001-10-02,42,"6//2630",98,FALSE
2001-10-30,57,"6//2630",129,FALSE
2002-12-22,22,"6//263040100",264,FALSE
2003-01-21,19,"6//263040100",261,FALSE
2001-11-28,25,"6//263060",220,FALSE
2002-12-23,26,"6//263080100",264,FALSE
2003-01-21,27,"6//263080100",261,FALSE
2002-12-23,27,"6//264060100",264,FALSE
2003-01-21,27,"6//264060100",261,FALSE
2003-02-18,29,"6//264060100",250,FALSE
2002-12-23,30,"6//26506080",264,FALSE
2002-12-23,20,"6//26506090",264,FALSE
2003-01-22,21,"6//26506090",261,FALSE
2002-12-23,19,"6//26507090",264,FALSE
2003-03-20,25,"6//26507090",103,FALSE
2001-10-03,27,"6//2710",98,FALSE
2001-10-31,29,"6//2710",129,FALSE
2001-11-27,28,"6//2710",220,FALSE
2003-03-18,24,"6//27102060",103,FALSE
2002-12-22,27,"6//271040100",264,FALSE
2003-01-21,26,"6//271040100",261,FALSE
2001-11-28,21,"6//271090",220,FALSE
2003-01-21,21,"6//272040100",261,FALSE
2003-01-21,36,"6//27205060",261,FALSE
2003-01-21,21,"6//272060100",261,FALSE
2003-02-18,20,"6//272060100",250,FALSE
2003-01-21,20,"6//27206080",261,FALSE
2003-01-21,20,"6//273050100",261,FALSE
2003-02-18,24,"6//273050100",250,FALSE
2003-01-21,28,"6//27306080",261,FALSE
2003-02-19,26,"6//27306080",250,FALSE
2003-01-21,31,"6//27405080",261,FALSE
2003-01-21,26,"6//27405090",261,FALSE
2003-01-21,20,"6//27406070",261,FALSE
2003-02-19,23,"6//27406070",250,FALSE
2003-03-18,23,"6//27406070",103,FALSE
2003-01-21,21,"6//27506080",261,FALSE
2003-01-22,24,"6//28103060",261,FALSE
2003-01-22,34,"6//28105060",261,FALSE
2003-02-18,34,"6//28105060",250,FALSE
2003-01-22,25,"6//28204070",261,FALSE
2003-01-22,42,"6//28204090",261,FALSE
2003-01-23,19,"6//282070100",261,FALSE
2003-02-20,26,"6//282070100",250,FALSE
2003-03-19,21,"6//282070100",103,FALSE
2003-04-15,21,"6//282070100",62,FALSE
2003-01-23,35,"6//28207080",261,FALSE
2003-02-19,40,"6//28207080",250,FALSE
2003-01-23,38,"6//282090100",261,FALSE
2003-01-23,24,"6//283040100",261,FALSE
2003-01-22,29,"6//284050100",261,FALSE
2003-02-18,29,"6//284050100",250,FALSE
2001-11-29,40,"6//284090",220,FALSE
2003-02-18,28,"6//285060100",250,FALSE
2003-04-15,26,"6//28506090",62,FALSE
2003-05-14,35,"6//28506090",23,TRUE
2002-01-23,24,"6//285070",132,FALSE
2003-02-18,26,"6//28507080",250,FALSE
2003-02-18,28,"6//285090100",250,FALSE
2002-01-23,50,"6//306090",132,FALSE
2001-10-04,25,"6//3070100",98,FALSE
2003-02-18,28,"6//310206080",250,FALSE
2003-02-18,21,"6//310407090",250,FALSE
2003-02-18,27,"6//310506070",250,FALSE
2003-02-19,41,"6//320408090",250,FALSE
2003-02-19,24,"6//3204090100",250,FALSE
2003-02-20,23,"6//330406090",250,FALSE
2003-02-20,24,"6//3304080100",250,FALSE
2003-03-19,23,"6//3304080100",103,FALSE
2003-03-18,27,"6//3405060100",103,FALSE
2003-04-15,28,"6//3405060100",62,FALSE
2003-03-18,24,"6//35103060",103,FALSE
2003-03-19,23,"6//35104080",103,FALSE
2003-09-02,19,"6//35407080",52,FALSE
2003-11-27,23,"6//35407080",72,FALSE
2003-09-02,27,"6//35407090",52,FALSE
2004-01-21,31,"6//35407090",50,FALSE
2003-12-23,29,"6//361030100",86,FALSE
2003-12-23,22,"6//36105080",86,FALSE
2004-01-20,24,"6//36105080",50,FALSE
2003-10-01,21,"6//36107080",62,FALSE
2004-01-21,25,"6//36107080",50,FALSE
2003-10-02,19,"6//36206090",62,FALSE
2003-10-02,23,"6//36207090",62,FALSE
2003-10-28,24,"6//36207090",93,FALSE
2003-11-26,26,"6//36207090",72,FALSE
2003-12-21,30,"6//36207090",86,FALSE
2004-01-21,32,"6//36207090",50,FALSE
2004-01-22,27,"6//36304070",50,FALSE
2003-10-28,17,"6//364090100",93,FALSE
2003-10-28,24,"6//365060100",93,FALSE
2003-11-25,25,"6//365060100",72,FALSE
2003-12-21,28,"6//365060100",86,FALSE
2004-02-17,29,"6//3710203060",24,FALSE
2003-10-28,28,"6//37102070",93,FALSE
2003-11-26,26,"6//37102070",72,FALSE
2003-12-21,24,"6//37102070",86,FALSE
2004-01-20,27,"6//37102070",50,FALSE
2003-10-29,19,"6//371040100",93,FALSE
2003-11-25,20,"6//371090100",72,FALSE
2003-12-21,24,"6//371090100",86,FALSE
2003-11-26,21,"6//37205090",72,FALSE
2003-12-21,23,"6//37304070",86,FALSE
2003-12-22,26,"6//37305090",86,FALSE
2003-12-23,25,"6//37307080",86,FALSE
2004-02-18,25,"6//37405060",24,FALSE
2004-03-16,33,"6//37405060",16,FALSE
2003-12-23,22,"6//37405070",86,FALSE
2004-01-21,31,"6//374090100",50,FALSE
2004-02-17,29,"6//37506080",24,TRUE
2004-03-16,45,"6//375080100",16,TRUE
2001-12-27,17,"6//40507080",165,FALSE
2001-09-04,51,"6//410",58,FALSE
2001-10-02,48,"6//410",98,FALSE
2001-10-30,66,"6//410",129,FALSE
2001-12-27,22,"6//41020100",165,FALSE
2001-12-28,44,"6//4103070",165,FALSE
2001-12-28,20,"6//4104070",165,FALSE
2002-02-23,34,"6//4104090",54,FALSE
2001-12-28,23,"6//4105060",165,FALSE
2001-12-28,23,"6//4105080",165,FALSE
2001-12-29,20,"6//4204080",165,FALSE
2001-12-29,28,"6//4205060",165,FALSE
2001-12-29,22,"6//4205070",165,FALSE
2002-01-22,21,"6//4205070",132,FALSE
2002-02-23,22,"6//4205070",54,FALSE
2001-12-29,22,"6//4205090",165,FALSE
2001-12-29,25,"6//4206080",165,FALSE
2004-08-31,16,"6//46204060",66,FALSE
2005-01-18,27,"6//46204060",249,FALSE
2004-09-01,13,"6//46405080",66,FALSE
2004-10-27,29,"6//465080100",257,FALSE
2004-11-23,26,"6//465080100",360,FALSE
2004-12-22,26,"6//465080100",329,FALSE
2005-01-20,25,"6//465080100",249,FALSE
2004-12-21,25,"6//48103080",329,FALSE
2005-01-20,26,"6//48103080",249,FALSE
2004-12-23,26,"6//48103090",329,FALSE
2005-01-19,24,"6//48103090",249,FALSE
2004-12-21,28,"6//48105060",329,FALSE
2005-01-18,26,"6//48105060",249,FALSE
2005-02-15,24,"6//48105060",175,FALSE
2004-11-23,31,"6//48106080",360,FALSE
2004-12-22,29,"6//48203080",329,FALSE
2005-01-19,26,"6//48203080",249,FALSE
2005-02-16,25,"6//48203080",175,FALSE
2005-05-10,53,"6//48203080",22,FALSE
2005-06-07,52,"6//48203080",21,FALSE
2005-02-15,27,"6//48204070",175,FALSE
2005-03-15,27,"6//48204070",79,FALSE
2004-09-28,40,"6//482070100",141,FALSE
2004-09-28,24,"6//48207080",141,FALSE
2004-10-27,26,"6//48207080",257,FALSE
2004-11-23,24,"6//48207080",360,FALSE
2004-12-21,26,"6//48207080",329,FALSE
2005-01-18,22,"6//48207080",249,FALSE
2005-02-16,28,"6//48207080",175,FALSE
2004-11-23,32,"6//48304060",360,FALSE
2004-12-21,33,"6//48304060",329,FALSE
2004-11-23,35,"6//484090100",360,FALSE
2001-11-28,42,"6//50100",220,FALSE
2001-12-27,42,"6//50100",165,FALSE
2002-01-22,41,"6//50100",132,FALSE
2002-02-23,34,"6//50100",54,FALSE
2005-04-13,36,"6//5102060100",47,FALSE
2005-07-06,49,"6//5102060100",30,FALSE
2002-01-22,24,"6//5103060",132,FALSE
2001-09-05,10,"6//520",58,FALSE
2002-01-23,22,"6//5203060",132,FALSE
2002-03-02,24,"6//5203060",33,FALSE
2002-03-27,32,"6//5203060",23,FALSE
2004-10-26,24,"6//530407090",257,FALSE
2004-11-23,19,"6//530407090",360,FALSE
2004-12-21,22,"6//530407090",329,FALSE
2004-10-26,26,"6//5305060100",257,FALSE
2004-10-26,40,"6//530508090",257,FALSE
2004-11-24,33,"6//530508090",360,FALSE
2004-12-21,34,"6//530508090",329,FALSE
2001-10-30,59,"6//540",129,FALSE
2001-11-27,43,"6//540",220,FALSE
2004-10-26,24,"6//540506080",257,FALSE
2001-09-05,45,"6//580",58,FALSE
2001-09-06,30,"6//6100",58,FALSE
2005-01-18,22,"6//610207080",249,FALSE
2005-02-16,21,"6//610207080",175,FALSE
2005-03-15,26,"6//610207080",79,FALSE
2004-10-26,31,"6//610307090",257,FALSE
2005-02-15,33,"6//610506080",175,FALSE
2004-10-26,22,"6//610508090",257,FALSE
2004-10-26,29,"6//6203060100",257,FALSE
2004-10-26,38,"6//620306090",257,FALSE
2004-10-26,28,"6//6204090100",257,FALSE
2004-11-23,23,"6//6204090100",360,FALSE
2002-02-23,45,"6//62050100",54,FALSE
2002-02-23,22,"6//6206070",54,FALSE
2002-02-23,34,"6//6207090",54,FALSE
2002-03-21,33,"6//6207090",34,FALSE
2002-04-18,39,"6//6207090",35,TRUE
2002-02-24,21,"6//62080100",54,FALSE
2002-02-25,20,"6//63040100",54,FALSE
2002-03-23,26,"6//63040100",34,FALSE
2004-10-27,20,"6//6304080100",257,FALSE
2004-11-23,17,"6//6304080100",360,FALSE
2004-12-23,23,"6//630408090",329,FALSE
2004-10-27,48,"6//6305060100",257,FALSE
2004-11-23,40,"6//6305060100",360,FALSE
2005-02-15,25,"6//630506070",175,FALSE
2005-03-15,25,"6//630506070",79,FALSE
2005-08-31,41,"6//630506070",147,FALSE
2004-10-27,26,"6//6305090100",257,FALSE
2004-11-23,27,"6//6305090100",360,FALSE
2001-09-05,40,"6//670",58,FALSE
2001-10-03,41,"6//670",98,FALSE
2004-10-27,29,"6//710206080",257,FALSE
2005-06-07,46,"6//710206080",21,FALSE
2004-10-27,26,"6//7102080100",257,FALSE
2004-11-23,28,"6//7102080100",360,FALSE
2004-12-21,29,"6//7102090100",329,FALSE
2005-01-18,27,"6//7102090100",249,FALSE
2004-10-27,26,"6//710306090",257,FALSE
2004-12-22,21,"6//710407080",329,FALSE
2004-10-26,24,"6//7104090100",257,FALSE
2004-11-25,24,"6//7104090100",360,FALSE
2004-10-28,25,"6//710507090",257,FALSE
2004-10-28,43,"6//7105080100",257,FALSE
2005-01-19,25,"6//7205070100",249,FALSE
2001-09-06,49,"6//780",58,FALSE
2001-10-02,37,"6//780",98,FALSE
2001-10-31,44,"6//780",129,FALSE
2001-11-27,41,"6//780",220,FALSE
2004-11-23,29,"6//810407080",360,FALSE
2002-05-15,46,"6//81070100",30,TRUE
2002-07-10,54,"6//8107090",35,FALSE
2002-08-06,55,"6//8107090",50,TRUE
2002-09-30,60,"6//8107090",126,FALSE
2005-01-18,25,"6//820308090",249,FALSE
2004-11-23,21,"6//820406070",360,FALSE
2004-12-21,28,"6//820406070",329,FALSE
2005-01-19,25,"6//820406070",249,FALSE
2004-11-23,23,"6//820506070",360,FALSE
2004-11-23,20,"6//820506080",360,FALSE
2004-11-23,24,"6//820506090",360,FALSE
2004-12-22,27,"6//820506090",329,FALSE
2002-07-09,58,"6//8205070B",35,FALSE
2004-11-23,28,"6//8205080100",360,FALSE
2002-04-18,32,"6//8206090",35,FALSE
2002-05-15,40,"6//8206090",30,FALSE
2002-06-13,52,"6//8206090",30,FALSE
2002-07-09,48,"6//8206090",35,FALSE
2002-04-18,43,"6//8207090",35,TRUE
2002-09-03,64,"6//8207090",81,FALSE
2002-09-29,63,"6//8207090",126,FALSE
2002-10-30,56,"6//8207090",254,FALSE
2004-11-23,24,"6//830406090",360,FALSE
2004-11-23,24,"6//830407080",360,FALSE
2002-04-18,38,"6//8304080",35,FALSE
2002-04-19,38,"6//83050100",35,FALSE
2002-05-13,40,"6//83050100",30,FALSE
2002-06-11,52,"6//83050100",30,FALSE
2002-07-09,50,"6//83050100",35,TRUE
2004-11-23,25,"6//830506090",360,FALSE
2005-01-19,23,"6//830507080",249,FALSE
2002-04-19,39,"6//8305080",35,TRUE
