"DATE","WEIGHT","TOE","POP","REC"
2017-10-30,25,"10//183090",155,FALSE
2017-11-30,24,"10//183090",198,FALSE
2018-08-04,15,"10//18405080",20,FALSE
2018-08-04,15,"10//18405090",20,FALSE
2018-08-30,20,"10//18405090",32,FALSE
2018-10-03,23,"10//18405090",41,FALSE
2020-01-02,34,"10//18406080",101,FALSE
2020-01-01,28,"10//18506070",101,FALSE
2020-01-29,40,"10//18506070",89,FALSE
2020-01-02,39,"10//185090100",101,FALSE
2020-01-29,37,"10//185090100",89,FALSE
2016-10-29,24,"10//2080",109,FALSE
2016-11-30,25,"10//2080",89,FALSE
2016-12-31,20,"10//21080",78,FALSE
2016-12-02,18,"10//25060",89,FALSE
2016-12-02,35,"10//25080",89,FALSE
2017-03-02,34,"10//25080",51,FALSE
2020-01-02,34,"10//25106090",101,FALSE
2020-01-30,23,"10//25106090",89,FALSE
2020-01-02,36,"10//25107080",101,FALSE
2020-01-29,34,"10//25107080",89,FALSE
2021-09-30,20,"10//25203060",15,FALSE
2016-11-30,20,"10//2530",89,FALSE
2021-10-31,27,"10//25304060",17,FALSE
2021-12-02,22,"10//25304060",15,FALSE
2017-10-30,30,"10//253090",155,FALSE
2020-01-30,37,"10//25406090",89,FALSE
2020-03-01,35,"10//25406090",83,FALSE
2017-10-30,30,"10//2550100",155,FALSE
2017-12-02,24,"10//2550100",198,FALSE
2020-02-29,39,"10//25508090",83,FALSE
2016-11-30,35,"10//2560",89,FALSE
2017-10-30,25,"10//261070",155,FALSE
2022-03-01,46,"10//26205060",20,TRUE
2022-04-28,53,"10//26205060",9,FALSE
2022-03-02,45,"10//26205080",20,FALSE
2022-03-31,52,"10//26205080",11,FALSE
2022-04-29,50,"10//26205080",9,FALSE
2022-03-02,33,"10//26205090",20,TRUE
2022-06-01,59,"10//26305060",11,FALSE
2020-03-02,29,"10//26307080",83,FALSE
2020-03-02,41,"10//26308090",83,FALSE
2020-03-02,40,"10//26406070",83,FALSE
2017-12-01,33,"10//264070",198,FALSE
2017-10-31,35,"10//2710100",155,FALSE
2022-06-30,33,"10//2710205060",24,FALSE
2022-07-29,35,"10//2710205060",36,FALSE
2022-06-29,31,"10//27105070",24,FALSE
2022-06-30,27,"10//27204080",24,FALSE
2020-04-30,32,"10//27206070",24,FALSE
2022-07-29,29,"10//27304080",36,FALSE
2022-07-29,22,"10//27305090",36,FALSE
2017-10-31,40,"10//273060",155,FALSE
2020-07-02,50,"10//27308090",21,FALSE
2020-07-29,22,"10//275070100",25,FALSE
2016-11-30,20,"10//2760",89,FALSE
2017-10-31,45,"10//2810100",155,FALSE
2018-11-01,18,"10//28204060",155,FALSE
2020-11-27,23,"10//282060100",61,FALSE
2018-11-01,25,"10//28304070",155,FALSE
2018-11-01,16,"10//28305090",155,FALSE
2017-11-01,27,"10//283080",155,FALSE
2016-12-01,23,"10//2880",89,FALSE
2016-12-30,18,"10//2880",78,FALSE
2017-02-02,20,"10//350100",68,FALSE
2017-11-30,40,"10//352080",198,FALSE
2018-11-02,41,"10//35405090",155,FALSE
2020-03-01,41,"10//354060",83,FALSE
2016-12-29,26,"10//3560",78,FALSE
2017-01-31,29,"10//3560",68,FALSE
2020-09-29,17,"10//364090",74,FALSE
2021-01-31,36,"10//371060",52,TRUE
2020-12-30,28,"10//3750100",62,FALSE
2021-01-29,32,"10//3750100",52,FALSE
2020-11-27,20,"10//381060",61,FALSE
2020-12-29,26,"10//381060",62,FALSE
2020-09-30,19,"10//381070",74,FALSE
2018-11-30,18,"10//38205060",154,FALSE
2020-10-01,15,"10//383080",74,FALSE
2020-12-31,26,"10//383080",62,FALSE
2016-12-31,22,"10//3840",78,FALSE
2017-02-01,26,"10//3840",68,FALSE
2017-03-28,24,"10//42080",41,FALSE
2017-03-28,23,"10//43080",41,FALSE
2017-07-29,56,"10//43080",35,TRUE
2018-12-01,18,"10//45103070",154,FALSE
2018-12-01,16,"10//45105060",154,FALSE
2020-11-27,24,"10//4520100",61,FALSE
2020-11-27,27,"10//452090",61,FALSE
2020-12-29,27,"10//452090",62,FALSE
2020-11-28,23,"10//461080",61,FALSE
2019-03-06,20,"10//46305080",18,FALSE
2020-11-29,24,"10//464060",61,FALSE
2020-12-30,23,"10//464060",62,FALSE
2020-12-29,24,"10//465060",62,FALSE
2020-12-30,22,"10//474080",62,FALSE
2017-03-01,23,"10//4830",51,FALSE
2021-01-29,19,"10//483070",52,FALSE
2021-03-03,26,"10//483070",43,FALSE
2017-03-01,18,"10//4840",51,FALSE
2021-01-30,28,"10//485070",52,FALSE
2021-03-03,40,"10//485070",43,FALSE
2017-03-30,23,"10//52060",41,FALSE
2017-09-29,50,"10//52060",68,FALSE
2017-07-30,56,"10//54080",35,TRUE
2017-07-29,40,"10//62080",35,TRUE
2017-07-29,43,"10//63060",35,TRUE
2017-07-29,44,"10//64060",35,TRUE
2017-07-30,12,"10//71090",35,TRUE
2017-08-29,28,"10//74070",45,FALSE
2017-09-29,30,"10//74070",68,FALSE
2016-10-01,27,"10//760",73,FALSE
2016-10-30,26,"10//760",109,FALSE
2016-11-30,28,"10//760",89,FALSE
2016-10-01,26,"10//790",73,FALSE
2017-08-30,16,"10//82060",45,FALSE
2017-08-30,12,"10//82090",45,FALSE
2016-10-29,17,"10//870",109,FALSE
2018-08-29,56,"10A//25105080",32,FALSE
2018-08-30,36,"10A//25203070",32,FALSE
2018-10-02,20,"10A//25405090",41,FALSE
2018-11-01,35,"10A//25405090",155,FALSE
2018-10-03,40,"10A//26204060",41,FALSE
2018-10-31,28,"10A//26305070",155,FALSE
2018-10-31,14,"10A//27102080",155,FALSE
2018-10-31,22,"10A//27103060",155,FALSE
2018-10-31,20,"10A//27305090",155,FALSE
2017-11-30,25,"10A//355090",198,FALSE
2017-12-31,20,"10A//355090",134,FALSE
2017-11-30,40,"10A//362080",198,FALSE
2017-11-30,30,"10A//364060",198,FALSE
2017-11-30,25,"10A//371070",198,FALSE
2017-01-31,27,"10A//381060",68,FALSE
2017-12-01,36,"10A//453090",198,FALSE
2017-12-02,36,"10A//462090",198,FALSE
2018-01-01,40,"10A//471080",134,FALSE
2018-02-01,30,"10A//471080",81,FALSE
2017-12-30,20,"10A//474090",134,FALSE
2022-07-31,12,"11//130",36,FALSE
2022-07-31,40,"11//150",36,FALSE
2022-07-30,22,"11//16",36,FALSE
2023-01-24,17,"11//33080",34,FALSE
2023-01-24,18,"11//33090",34,FALSE
2022-11-22,13,"11//45",22,FALSE
2023-01-26,22,"11//4550",34,FALSE
2022-09-30,22,"11//47",27,FALSE
2022-11-24,15,"11//680",22,FALSE
1995-10-28,18,"2//11090",653,FALSE
1996-02-20,29,"2//15102060100",125,FALSE
1996-03-16,28,"2//15102060100",60,FALSE
1996-02-14,22,"2//15102080",125,FALSE
1996-03-16,28,"2//15102080",60,FALSE
1996-04-10,30,"2//15102080",45,FALSE
1996-02-15,24,"2//15103070",125,FALSE
1996-02-18,26,"2//15104080",125,FALSE
1996-03-16,24,"2//15104080",60,FALSE
1996-12-03,29,"2//15106070",406,FALSE
1997-01-07,25,"2//15106070",297,FALSE
1996-12-03,34,"2//15106080",406,FALSE
1996-04-11,23,"2//15205090",45,FALSE
1995-11-23,20,"2//153090",542,FALSE
1996-02-19,27,"2//15405080",125,FALSE
1996-03-16,30,"2//15405080",60,FALSE
1995-11-23,34,"2//154060",542,FALSE
1996-12-03,32,"2//15406090",406,FALSE
1996-12-03,23,"2//15507080",406,FALSE
1997-01-07,23,"2//15507080",297,FALSE
1996-12-03,24,"2//155090100",406,FALSE
1995-11-23,26,"2//1610100",542,FALSE
1996-05-16,47,"2//16102070",15,FALSE
1995-11-23,29,"2//161070",542,FALSE
1995-12-19,20,"2//161070",398,FALSE
1996-01-16,24,"2//161070",186,FALSE
1996-02-13,23,"2//161070",125,FALSE
1996-12-03,21,"2//16107080",406,FALSE
1995-11-23,51,"2//161080",542,FALSE
1996-12-03,18,"2//16206070",406,FALSE
1996-12-03,29,"2//16307080",406,FALSE
1996-12-03,20,"2//163080100",406,FALSE
1995-11-23,20,"2//1640100",542,FALSE
1996-12-03,26,"2//164060100",406,FALSE
1997-01-07,22,"2//164060100",297,FALSE
1996-12-03,34,"2//16506070",406,FALSE
1995-11-23,28,"2//1710100",542,FALSE
1996-04-11,32,"2//17104060",45,FALSE
1996-12-04,21,"2//171060100",406,FALSE
1996-12-04,24,"2//17106080",406,FALSE
1997-01-08,20,"2//17106080",297,FALSE
1996-12-04,20,"2//17206070",406,FALSE
1997-01-07,18,"2//17206070",297,FALSE
1995-10-28,30,"2//1730",653,FALSE
1995-11-23,24,"2//1730",542,FALSE
1995-11-24,18,"2//1730100",542,FALSE
1996-05-07,40,"2//17305070",29,TRUE
1995-11-24,32,"2//173080",542,FALSE
1996-12-04,37,"2//17406070",406,FALSE
1995-11-24,32,"2//174090",542,FALSE
1995-10-28,49,"2//1750",653,FALSE
1996-12-04,33,"2//17506070",406,FALSE
1997-01-07,28,"2//17506070",297,FALSE
1997-01-29,43,"2//17506070",204,FALSE
1996-12-04,18,"2//175070100",406,FALSE
1996-12-04,31,"2//175080100",406,FALSE
1997-01-09,27,"2//175080100",297,FALSE
1997-01-30,28,"2//175080100",204,FALSE
1995-11-24,23,"2//175090",542,FALSE
1995-10-28,43,"2//1790",653,FALSE
1995-11-22,34,"2//1790",542,FALSE
1996-12-04,27,"2//181090100",406,FALSE
1996-07-10,18,"2//18203070",38,TRUE
1996-09-04,45,"2//18203070",64,FALSE
1996-10-02,38,"2//18203070",133,FALSE
1996-07-10,32,"2//18204070",38,FALSE
1996-08-07,40,"2//18204070",45,TRUE
1996-10-02,42,"2//18204070",133,FALSE
1996-07-10,23,"2//18204080",38,TRUE
1996-07-10,36,"2//18205090",38,FALSE
1996-08-07,38,"2//18205090",45,FALSE
1996-12-04,20,"2//18206090",406,FALSE
1997-01-08,21,"2//18206090",297,FALSE
1996-12-04,20,"2//182090100",406,FALSE
1997-02-26,17,"2//182090100",64,FALSE
1996-07-11,17,"2//18305080",38,TRUE
1996-09-04,39,"2//18305090",64,FALSE
1996-10-02,38,"2//18305090",133,FALSE
1996-11-05,36,"2//18305090",320,FALSE
1995-11-24,23,"2//183080",542,FALSE
1996-07-11,58,"2//18405070",38,FALSE
1996-12-05,22,"2//185070100",406,FALSE
1996-12-05,27,"2//185080100",406,FALSE
1996-12-05,35,"2//18508090",406,FALSE
1995-10-28,27,"2//1890",653,FALSE
1995-10-28,21,"2//2080",653,FALSE
1995-10-28,40,"2//2090",653,FALSE
1995-10-29,28,"2//21070",653,FALSE
1995-11-22,21,"2//21070",542,FALSE
1995-10-27,22,"2//220",653,FALSE
1995-10-29,40,"2//23070",653,FALSE
1995-10-29,31,"2//25070",653,FALSE
1995-10-29,49,"2//25090",653,FALSE
1995-11-24,25,"2//2510100",542,FALSE
1996-12-05,23,"2//25106070",406,FALSE
1997-01-09,22,"2//25106070",297,FALSE
1995-11-24,20,"2//251080",542,FALSE
1995-12-19,19,"2//251080",398,FALSE
1996-12-05,38,"2//251080100",406,FALSE
1996-07-18,29,"2//25203090",39,FALSE
1995-11-24,21,"2//252080",542,FALSE
1996-12-05,17,"2//25307090",406,FALSE
1996-12-05,39,"2//25308090",406,FALSE
1997-01-08,33,"2//25308090",297,FALSE
1996-08-07,22,"2//25405060",45,FALSE
1996-12-05,22,"2//254060100",406,FALSE
1997-01-07,20,"2//254060100",297,FALSE
1997-01-29,18,"2//254060100",204,FALSE
1996-12-05,18,"2//25407090",406,FALSE
1997-01-09,16,"2//25407090",297,FALSE
1997-01-07,15,"2//254080100",297,FALSE
1997-01-07,19,"2//25506090",297,FALSE
1997-01-28,19,"2//25506090",204,FALSE
1997-02-25,21,"2//25506090",64,FALSE
1995-10-27,32,"2//26",653,FALSE
1995-11-23,27,"2//26",542,FALSE
1995-12-19,25,"2//26",398,FALSE
1996-01-16,24,"2//26",186,FALSE
1996-02-14,26,"2//26",125,FALSE
1996-03-15,27,"2//26",60,FALSE
1995-10-27,25,"2//260",653,FALSE
1995-11-24,25,"2//260",542,FALSE
1995-12-19,23,"2//260",398,FALSE
1996-01-16,23,"2//260",186,FALSE
1996-08-07,37,"2//26102090",45,FALSE
1995-12-19,22,"2//26106070",398,FALSE
1996-01-18,24,"2//26106070",186,FALSE
1997-01-07,18,"2//26106090",297,FALSE
1997-01-29,31,"2//26106090",204,FALSE
1995-12-19,22,"2//261090",398,FALSE
1996-01-16,22,"2//261090",186,FALSE
1997-01-07,25,"2//261090100",297,FALSE
1995-10-29,48,"2//2620",653,FALSE
1995-11-23,36,"2//2620",542,FALSE
1996-09-04,13,"2//26203060",64,FALSE
1996-10-04,15,"2//26203060",133,FALSE
1996-09-04,18,"2//26203080",64,FALSE
1996-10-03,23,"2//26203080",133,FALSE
1996-09-04,26,"2//26204070",64,FALSE
1997-01-07,19,"2//262060100",297,FALSE
1997-01-07,26,"2//26207080",297,FALSE
1997-01-28,22,"2//26207080",204,FALSE
1997-01-07,22,"2//262090100",297,FALSE
1997-01-07,23,"2//26306070",297,FALSE
1997-01-07,19,"2//26307080",297,FALSE
1995-12-19,23,"2//263080",398,FALSE
1997-01-08,27,"2//26506080",297,FALSE
1997-01-08,21,"2//265090100",297,FALSE
1997-01-28,16,"2//265090100",204,FALSE
1995-10-29,34,"2//2660",653,FALSE
1995-11-23,27,"2//2660",542,FALSE
1995-10-29,22,"2//2710",653,FALSE
1996-09-05,45,"2//27102060",64,FALSE
1996-12-03,29,"2//27105060",406,FALSE
1997-01-08,23,"2//27106080",297,FALSE
1996-10-02,30,"2//27204060",133,FALSE
1997-01-08,22,"2//27206090",297,FALSE
1996-10-02,38,"2//273040100",133,FALSE
1996-11-05,36,"2//273040100",320,FALSE
1996-10-02,26,"2//27305080",133,FALSE
1996-11-06,26,"2//27305080",320,FALSE
1997-01-09,19,"2//274070100",297,FALSE
1995-12-19,19,"2//275090",398,FALSE
1996-01-16,20,"2//275090",186,FALSE
1996-02-14,23,"2//275090",125,FALSE
1996-03-15,25,"2//275090",60,FALSE
1995-10-29,24,"2//2790",653,FALSE
1995-10-28,26,"2//280",653,FALSE
1995-10-29,27,"2//2810",653,FALSE
1996-10-02,18,"2//28102080",133,FALSE
1996-11-06,21,"2//28102080",320,FALSE
1996-10-02,21,"2//28103060",133,FALSE
1996-10-02,17,"2//28105080",133,FALSE
1996-11-06,20,"2//28105080",320,FALSE
1997-01-09,25,"2//28106090",297,FALSE
1997-01-09,33,"2//28107080",297,FALSE
1996-12-03,25,"2//28203060",406,FALSE
1997-01-07,24,"2//28203060",297,FALSE
1997-01-29,39,"2//28203060",204,FALSE
1996-12-04,27,"2//28204090",406,FALSE
1997-01-07,23,"2//28204090",297,FALSE
1997-01-28,24,"2//28204090",204,FALSE
1995-12-19,22,"2//2830100",398,FALSE
1996-10-03,37,"2//28304090",133,FALSE
1996-11-05,38,"2//28304090",320,FALSE
1996-10-03,20,"2//28305080",133,FALSE
1995-12-19,29,"2//283080",398,FALSE
1996-01-16,27,"2//283080",186,FALSE
1996-10-03,18,"2//28405060",133,FALSE
1996-11-05,26,"2//28405060",320,FALSE
1995-12-19,23,"2//284080",398,FALSE
1995-10-28,44,"2//3090",653,FALSE
1995-11-08,22,"2//310100",340,FALSE
1995-10-28,23,"2//320",653,FALSE
1995-11-08,23,"2//33080",340,FALSE
1995-11-28,20,"2//33080",233,FALSE
1995-11-08,34,"2//35090",340,FALSE
1996-10-03,23,"2//35102060",133,FALSE
1997-01-29,30,"2//351070100",204,FALSE
1997-04-25,30,"2//351070100",31,FALSE
1997-05-21,43,"2//351070100",17,TRUE
1996-10-03,27,"2//35203060",133,FALSE
1996-05-07,48,"2//352060",29,TRUE
1995-12-20,20,"2//3530100",398,FALSE
1996-01-16,20,"2//3530100",186,FALSE
1996-02-13,26,"2//3530100",125,FALSE
1997-01-30,25,"2//35308090",204,FALSE
1995-12-20,27,"2//354090",398,FALSE
1996-11-05,36,"2//36102070",320,FALSE
1996-12-04,22,"2//36103060",406,FALSE
1997-03-28,20,"2//36104090",32,FALSE
1996-10-04,37,"2//36105060",133,FALSE
1997-02-26,14,"2//36106090",64,FALSE
1997-03-28,20,"2//36106090",32,FALSE
1997-04-24,23,"2//36106090",31,TRUE
1997-08-12,53,"2//36106090",95,FALSE
1997-09-09,57,"2//36106090",167,FALSE
1995-10-29,44,"2//3620",653,FALSE
1996-10-04,25,"2//36204070",133,FALSE
1996-11-07,25,"2//36204070",320,FALSE
1996-12-03,26,"2//36204070",406,FALSE
1997-01-08,22,"2//36204070",297,FALSE
1996-10-04,21,"2//36204090",133,FALSE
1997-02-27,22,"2//36206080",64,FALSE
1997-02-27,15,"2//36206090",64,FALSE
1997-03-28,26,"2//362080100",32,FALSE
1997-04-24,29,"2//362080100",31,TRUE
1996-11-05,20,"2//36305060",320,FALSE
1997-03-30,23,"2//36308090",32,FALSE
1995-12-20,19,"2//363090",398,FALSE
1997-04-24,31,"2//36407090",31,TRUE
1997-10-08,52,"2//36407090",259,FALSE
1995-10-29,26,"2//3650",653,FALSE
1997-04-25,33,"2//365060100",31,TRUE
1997-04-25,27,"2//365070100",31,TRUE
1995-12-20,16,"2//365080",398,FALSE
1996-01-17,22,"2//365080",186,FALSE
1995-10-28,37,"2//370",653,FALSE
1996-11-05,20,"2//37102060",320,FALSE
1996-11-05,32,"2//37102080",320,FALSE
1996-11-05,19,"2//37103060",320,FALSE
1996-12-04,17,"2//37103060",406,FALSE
1997-01-07,16,"2//37103060",297,FALSE
1997-01-28,22,"2//37103060",204,FALSE
1997-02-26,17,"2//37103060",64,FALSE
1997-09-10,58,"2//371070100",167,FALSE
1995-12-20,30,"2//371080",398,FALSE
1996-01-17,28,"2//371080",186,FALSE
1997-06-18,27,"2//371080100",16,TRUE
1997-07-17,63,"2//371080100",46,TRUE
1996-11-05,16,"2//37203080",320,FALSE
1996-11-05,41,"2//37203090",320,FALSE
1996-12-04,37,"2//37203090",406,FALSE
1996-11-05,26,"2//37205080",320,FALSE
1996-12-03,26,"2//37205080",406,FALSE
1997-01-08,26,"2//37205080",297,FALSE
1995-12-20,21,"2//372060",398,FALSE
1997-06-19,22,"2//37207090",16,FALSE
1997-10-07,63,"2//37207090",259,FALSE
1997-11-05,49,"2//372090100",380,FALSE
1997-11-07,39,"2//373080100",380,FALSE
1997-12-02,42,"2//373080100",349,FALSE
1995-12-20,22,"2//373090",398,FALSE
1996-01-16,22,"2//373090",186,FALSE
1997-07-16,50,"2//374060100",46,FALSE
1995-12-20,28,"2//374070",398,FALSE
1996-01-16,24,"2//374070",186,FALSE
1996-02-13,25,"2//374070",125,FALSE
1997-07-17,46,"2//37506090",46,FALSE
1997-07-17,45,"2//37507090",46,TRUE
1995-10-29,36,"2//3790",653,FALSE
1995-10-29,46,"2//3810",653,FALSE
1997-01-07,25,"2//38103060",297,FALSE
1997-01-28,21,"2//38103060",204,FALSE
1996-11-05,35,"2//38103080",320,FALSE
1996-12-04,35,"2//38103080",406,FALSE
1997-01-08,29,"2//38103080",297,FALSE
1996-11-05,23,"2//38105080",320,FALSE
1996-12-03,24,"2//38105080",406,FALSE
1997-01-07,23,"2//38105080",297,FALSE
1996-11-05,35,"2//38203080",320,FALSE
1997-09-10,57,"2//382060100",167,FALSE
1997-10-07,64,"2//38206080",259,FALSE
1997-11-06,50,"2//38206080",380,FALSE
1997-08-12,42,"2//38208090",95,FALSE
1997-08-12,55,"2//382090100",95,FALSE
1996-11-05,35,"2//38304060",320,FALSE
1996-12-05,33,"2//38304060",406,FALSE
1996-11-05,27,"2//38304070",320,FALSE
1997-01-07,22,"2//38304090",297,FALSE
1995-12-21,23,"2//383070",398,FALSE
1997-08-13,47,"2//38307080",95,TRUE
1997-10-07,42,"2//38307080",259,FALSE
1997-11-05,47,"2//38307080",380,FALSE
1995-10-29,22,"2//3840",653,FALSE
1995-11-22,18,"2//3840",542,FALSE
1995-12-19,19,"2//3840",398,FALSE
1996-01-16,19,"2//3840",186,FALSE
1996-02-14,27,"2//3840",125,FALSE
1996-03-15,29,"2//3840",60,FALSE
1996-11-05,33,"2//38405060",320,FALSE
1997-08-13,51,"2//38406070",95,FALSE
1997-09-10,51,"2//38406070",167,FALSE
1997-10-08,48,"2//384070100",259,FALSE
1995-10-29,29,"2//3850",653,FALSE
1997-11-05,48,"2//385060100",380,FALSE
1997-12-02,45,"2//385060100",349,FALSE
1997-08-13,56,"2//38506070",95,TRUE
1997-08-13,23,"2//38508090",95,TRUE
1997-10-08,37,"2//38508090",259,FALSE
1997-11-05,42,"2//38508090",380,FALSE
1995-10-29,28,"2//3860",653,FALSE
1995-11-22,23,"2//3860",542,FALSE
1995-12-20,23,"2//3860",398,FALSE
1995-11-22,22,"2//45070",542,FALSE
1995-11-08,25,"2//4510",340,FALSE
1997-01-08,36,"2//45102060",297,FALSE
1996-11-05,43,"2//45103060",320,FALSE
1996-11-06,23,"2//45104080",320,FALSE
1997-08-13,51,"2//45106080",95,FALSE
1995-12-21,20,"2//451090",398,FALSE
1997-08-14,33,"2//451090100",95,FALSE
1997-09-11,68,"2//451090100",167,TRUE
1996-11-06,20,"2//45204080",320,FALSE
1997-10-07,50,"2//45206070",259,FALSE
1997-11-05,40,"2//45206070",380,FALSE
1996-11-06,18,"2//45304060",320,FALSE
1996-11-06,17,"2//45304070",320,FALSE
1997-01-28,19,"2//45304070",204,FALSE
1997-02-25,18,"2//45304070",64,FALSE
1995-12-21,25,"2//453080",398,FALSE
1997-09-09,43,"2//453090100",167,FALSE
1997-10-08,37,"2//453090100",259,FALSE
1996-11-06,25,"2//45405070",320,FALSE
1996-12-05,27,"2//45405070",406,FALSE
1997-09-09,21,"2//454060100",167,FALSE
1997-10-07,34,"2//454060100",259,FALSE
1997-11-05,34,"2//454060100",380,FALSE
1997-11-05,59,"2//45406080",380,FALSE
1997-11-05,55,"2//454090100",380,FALSE
1997-09-09,32,"2//455060100",167,FALSE
1997-10-08,38,"2//455060100",259,FALSE
1997-09-09,28,"2//455080100",167,FALSE
1997-10-07,41,"2//455080100",259,FALSE
1997-11-06,44,"2//455080100",380,FALSE
1997-09-09,42,"2//455090100",167,FALSE
1996-11-06,21,"2//46102080",320,FALSE
1996-11-06,19,"2//46102090",320,FALSE
1996-12-03,23,"2//46102090",406,FALSE
1997-01-07,23,"2//46102090",297,FALSE
1996-11-06,19,"2//46104060",320,FALSE
1996-11-06,42,"2//46105060",320,FALSE
1996-12-05,44,"2//46105060",406,FALSE
1996-01-17,19,"2//46106070",186,FALSE
1996-11-06,19,"2//46204060",320,FALSE
1996-12-04,22,"2//46204060",406,FALSE
1997-09-09,34,"2//46206070",167,FALSE
1997-10-07,45,"2//46206070",259,FALSE
1997-12-04,30,"2//46206080",349,FALSE
1997-09-09,29,"2//462070100",167,FALSE
1995-12-21,24,"2//462090",398,FALSE
1996-11-06,19,"2//46305080",320,FALSE
1997-11-06,42,"2//46306070",380,FALSE
1997-12-02,33,"2//46306070",349,FALSE
1997-12-29,30,"2//46306070",305,FALSE
1997-11-06,43,"2//46307090",380,FALSE
1997-12-02,38,"2//46307090",349,FALSE
1996-01-16,26,"2//463090",186,FALSE
1997-11-06,36,"2//463090100",380,FALSE
1996-11-06,30,"2//46405070",320,FALSE
1997-09-10,23,"2//465070100",167,FALSE
1997-10-08,39,"2//465070100",259,FALSE
1997-11-05,40,"2//465070100",380,FALSE
1997-12-02,36,"2//465070100",349,FALSE
1997-09-10,34,"2//465090100",167,FALSE
1995-11-22,23,"2//4680",542,FALSE
1995-12-20,20,"2//4680",398,FALSE
1996-01-16,21,"2//4710100",186,FALSE
1996-11-06,19,"2//47102070",320,FALSE
1996-12-04,18,"2//47102070",406,FALSE
1996-11-06,20,"2//47102080",320,FALSE
1996-11-06,30,"2//47103090",320,FALSE
1996-11-06,37,"2//47104060",320,FALSE
1996-12-05,34,"2//47104060",406,FALSE
1997-01-28,21,"2//47105080",204,FALSE
1996-01-16,25,"2//471060",186,FALSE
1997-09-10,25,"2//471060100",167,TRUE
1997-11-06,56,"2//47106070",380,FALSE
1997-09-10,24,"2//47106080",167,FALSE
1997-10-08,33,"2//47106080",259,FALSE
1997-11-05,34,"2//47106080",380,FALSE
1997-12-02,31,"2//47106080",349,FALSE
1997-12-30,27,"2//47106080",305,FALSE
1998-01-28,26,"2//47106080",196,FALSE
1998-02-25,31,"2//47106080",301,FALSE
1998-03-24,33,"2//47106080",204,FALSE
1997-11-07,59,"2//47108090",380,FALSE
1996-11-07,26,"2//47205070",320,FALSE
1996-12-03,25,"2//47205070",406,FALSE
1997-01-08,25,"2//47205070",297,FALSE
1998-01-27,25,"2//47206070",196,FALSE
1998-02-25,28,"2//47206070",301,FALSE
1996-01-17,20,"2//472080",186,FALSE
1996-02-13,19,"2//472080",125,FALSE
1997-09-11,34,"2//47208090",167,FALSE
1997-10-07,39,"2//47208090",259,FALSE
1996-01-17,17,"2//472090",186,FALSE
1997-09-11,24,"2//473060100",167,TRUE
1997-09-11,30,"2//47307090",167,FALSE
1996-01-18,29,"2//4750100",186,FALSE
1997-10-07,27,"2//475090100",259,FALSE
1995-11-22,34,"2//48100",542,FALSE
1996-11-07,22,"2//48102080",320,FALSE
1996-12-03,24,"2//48102080",406,FALSE
1996-11-07,22,"2//48102090",320,FALSE
1996-11-07,29,"2//48103060",320,FALSE
1996-11-07,21,"2//48104060",320,FALSE
1996-12-03,22,"2//48104060",406,FALSE
1997-01-07,20,"2//48104060",297,FALSE
1996-11-07,19,"2//48104080",320,FALSE
1996-11-07,17,"2//48104090",320,FALSE
1996-01-18,25,"2//481060",186,FALSE
1996-02-18,28,"2//481060",125,FALSE
1997-11-06,37,"2//481060100",380,FALSE
1996-01-18,24,"2//481080",186,FALSE
1996-01-18,28,"2//4820100",186,FALSE
1996-02-13,29,"2//4820100",125,FALSE
1996-11-07,14,"2//48203060",320,FALSE
1996-11-07,21,"2//48204080",320,FALSE
1997-01-08,23,"2//48205060",297,FALSE
1996-11-07,23,"2//48205070",320,FALSE
1996-12-04,25,"2//48205070",406,FALSE
1997-01-09,21,"2//48205070",297,FALSE
1997-10-07,46,"2//482060100",259,FALSE
1997-10-07,25,"2//48206070",259,FALSE
1996-11-07,17,"2//48305090",320,FALSE
1996-12-03,20,"2//48305090",406,FALSE
1997-01-08,19,"2//48305090",297,FALSE
1996-01-18,34,"2//483060",186,FALSE
1997-11-05,49,"2//483070100",380,FALSE
1996-04-10,33,"2//483080",45,FALSE
1996-05-07,44,"2//483080",29,TRUE
1997-10-07,20,"2//483080100",259,FALSE
1997-11-05,29,"2//483080100",380,FALSE
1997-12-02,24,"2//483080100",349,FALSE
1997-12-29,30,"2//483080100",305,FALSE
1998-01-29,22,"2//483080100",196,FALSE
1996-02-13,27,"2//4840100",125,FALSE
1997-10-07,41,"2//48407080",259,FALSE
1997-11-05,32,"2//48407080",380,FALSE
1997-10-07,39,"2//48408090",259,FALSE
1997-10-07,46,"2//485060100",259,FALSE
1997-10-07,42,"2//48506090",259,FALSE
1997-11-05,49,"2//48506090",380,FALSE
1997-12-02,43,"2//48506090",349,FALSE
1997-12-29,41,"2//48506090",305,FALSE
1998-01-27,34,"2//48506090",196,FALSE
1998-02-25,37,"2//48506090",301,FALSE
1996-02-14,24,"2//485070",125,FALSE
1997-10-07,53,"2//48507090",259,FALSE
1997-10-07,53,"2//48508090",259,FALSE
1997-11-07,51,"2//48508090",380,FALSE
1995-11-22,26,"2//530100",542,FALSE
1995-10-28,21,"2//570",653,FALSE
1995-10-28,21,"2//630",653,FALSE
1995-11-24,20,"2//630",542,FALSE
1995-11-22,31,"2//63090",542,FALSE
1995-12-19,28,"2//63090",398,FALSE
1995-11-22,16,"2//65070",542,FALSE
