"DATE1","DATE2","W1","W2","TOE","FER1","FER2","POP"
1995-09-12,1995-09-29,34,33,"1//48305070",TRUE,TRUE,270
1995-09-29,1995-10-27,33,28,"1//48305070",TRUE,TRUE,497
1995-08-03,1995-09-12,25,49,"1//152060100",TRUE,TRUE,170
1995-09-12,1995-09-28,49,43,"1//152060100",TRUE,TRUE,270
1995-09-28,1995-10-28,43,44,"1//152060100",TRUE,TRUE,497
1995-09-27,1995-10-27,35,38,"1//15206070",TRUE,TRUE,497
1995-10-27,1995-11-22,38,23,"1//15206070",TRUE,TRUE,653
1995-10-27,1995-11-23,35,23,"1//15206070 B",TRUE,TRUE,653
1995-08-06,1995-09-12,14,23,"1//15306070",TRUE,TRUE,170
1995-08-06,1995-09-13,13,26,"1//15307090",TRUE,TRUE,170
1995-09-13,1995-09-28,26,28,"1//15307090",TRUE,TRUE,270
1995-10-28,1995-11-24,46,40,"1//15406070",TRUE,TRUE,653
1995-11-24,1995-12-19,40,38,"1//15406070",TRUE,TRUE,542
1995-08-06,1995-09-12,43,43,"1//15506070",TRUE,TRUE,170
1995-08-07,1995-09-12,30,44,"1//16108090",TRUE,TRUE,170
1995-09-12,1995-09-27,44,41,"1//16108090",TRUE,TRUE,270
1995-09-27,1995-10-27,41,39,"1//16108090",TRUE,TRUE,497
1995-08-07,1995-09-14,45,39,"1//16207090",TRUE,TRUE,170
1995-09-14,1995-09-29,39,45,"1//16207090",TRUE,TRUE,270
1995-09-29,1995-10-28,45,43,"1//16207090",TRUE,TRUE,497
1995-10-28,1995-11-22,43,37,"1//16207090",TRUE,TRUE,653
1995-08-07,1995-09-14,47,35,"1//16208090",TRUE,TRUE,170
1995-08-08,1995-09-12,49,44,"1//16307090",TRUE,TRUE,170
1995-09-12,1995-09-27,40,42,"1//163080100",TRUE,TRUE,270
1995-09-27,1995-10-27,42,54,"1//163080100",TRUE,TRUE,497
1995-10-27,1995-11-22,54,44,"1//163080100",TRUE,TRUE,653
1995-11-22,1995-12-19,30,28,"1//16406080",TRUE,TRUE,542
1995-12-19,1996-01-16,28,27,"1//16406080",TRUE,TRUE,398
1996-01-16,1996-02-13,27,26,"1//16406080",TRUE,TRUE,186
1995-11-23,1995-12-19,24,23,"1//164070100",TRUE,TRUE,542
1995-12-19,1996-01-17,23,23,"1//164070100",TRUE,TRUE,398
1996-01-17,1996-02-14,23,25,"1//164070100",TRUE,TRUE,186
1995-12-19,1996-01-16,20,23,"1//16407090",TRUE,TRUE,398
1995-10-27,1995-11-22,34,31,"1//164080100",TRUE,TRUE,653
1995-11-22,1995-12-19,31,25,"1//164080100",TRUE,TRUE,542
1995-12-19,1996-01-17,25,28,"1//164080100",TRUE,TRUE,398
1995-11-23,1995-12-21,29,20,"1//16506070",TRUE,TRUE,542
1995-12-21,1996-01-16,20,24,"1//16506070",TRUE,TRUE,398
1995-10-27,1995-11-23,28,22,"1//16507080",TRUE,TRUE,653
1995-11-23,1995-12-19,22,20,"1//16507080",TRUE,TRUE,542
1995-09-12,1995-09-29,12,19,"1//165090100",TRUE,TRUE,270
1995-09-29,1995-10-28,19,26,"1//165090100",TRUE,TRUE,497
1995-10-28,1995-11-22,26,23,"1//165090100",TRUE,TRUE,653
1995-11-22,1995-12-19,23,21,"1//165090100",TRUE,TRUE,542
1995-12-19,1996-01-16,21,26,"1//165090100",TRUE,TRUE,398
1996-01-16,1996-02-13,26,25,"1//165090100",TRUE,TRUE,186
1996-02-13,1996-03-15,25,30,"1//165090100",TRUE,TRUE,125
1996-01-16,1996-02-13,23,21,"1//171070100",TRUE,TRUE,186
1996-02-13,1996-03-15,21,26,"1//171070100",TRUE,TRUE,125
1996-01-18,1996-02-13,23,27,"1//173080100",TRUE,TRUE,186
1995-10-28,1995-11-22,30,24,"1//173090100",TRUE,TRUE,653
1995-09-12,1995-09-28,15,20,"1//17406080",TRUE,TRUE,270
1995-12-20,1996-01-16,28,27,"1//174080100",TRUE,TRUE,398
1995-09-12,1995-09-27,45,45,"1//47204060",TRUE,TRUE,270
1995-09-12,1995-09-27,44,44,"1//47304070",TRUE,TRUE,270
1995-09-12,1995-09-28,45,43,"1//47305080",TRUE,TRUE,270
1995-09-28,1995-10-27,43,37,"1//47305080",TRUE,TRUE,497
1995-09-12,1995-09-28,39,40,"1//48103080",TRUE,TRUE,270
1995-09-28,1995-10-29,40,40,"1//48103080",TRUE,TRUE,497
1995-09-13,1995-09-28,38,37,"1//15107090",TRUE,TRUE,270
1995-09-28,1995-10-27,37,41,"1//15107090",TRUE,TRUE,497
1995-10-28,1995-11-22,45,37,"1//155060100",TRUE,TRUE,653
1995-09-13,1995-09-28,34,33,"1//17507090",TRUE,TRUE,270
1995-09-13,1995-09-28,48,40,"1//18107080",TRUE,TRUE,270
1995-11-22,1995-12-20,33,28,"1//18108090",TRUE,TRUE,542
1995-12-20,1996-01-16,28,25,"1//18108090",TRUE,TRUE,398
1996-01-16,1996-02-15,25,27,"1//18108090",TRUE,TRUE,186
1995-09-13,1995-09-28,21,22,"1//18207080",TRUE,TRUE,270
1995-10-28,1995-11-23,31,26,"1//183090100",TRUE,TRUE,653
1995-09-13,1995-09-28,51,55,"1//184090100",TRUE,TRUE,270
1995-09-13,1995-09-28,39,39,"1//185070100",TRUE,TRUE,270
1995-09-13,1995-09-28,43,41,"1//25106080",TRUE,TRUE,270
1995-09-13,1995-09-29,35,40,"1//251070100",TRUE,TRUE,270
1995-10-28,1995-11-22,41,35,"1//25108090",TRUE,TRUE,653
1995-09-13,1995-09-29,26,30,"1//252070100",TRUE,TRUE,270
1995-09-29,1995-10-27,30,31,"1//252070100",TRUE,TRUE,497
1995-10-27,1995-11-23,31,27,"1//252070100",TRUE,TRUE,653
1996-01-16,1996-02-13,26,26,"1//252070100",TRUE,TRUE,186
1995-10-27,1995-11-22,49,36,"1//25407090",TRUE,TRUE,653
1995-09-13,1995-09-28,57,44,"1//47102080",TRUE,TRUE,270
1995-09-28,1995-10-27,44,55,"1//47102080",TRUE,TRUE,497
1995-10-27,1995-11-23,55,44,"1//47102080",TRUE,TRUE,653
1995-11-23,1995-12-19,44,42,"1//47102080",TRUE,TRUE,542
1995-10-27,1995-11-23,26,20,"1//25506090",TRUE,TRUE,653
1995-11-23,1995-12-21,20,20,"1//25506090",TRUE,TRUE,542
1995-11-24,1995-12-20,30,26,"1//26407090",TRUE,TRUE,542
1995-09-14,1995-09-29,42,53,"1//26408090",TRUE,TRUE,270
1995-11-22,1995-12-19,31,33,"1//26507090",TRUE,TRUE,542
1995-10-27,1995-11-18,49,30,"1//48104080",TRUE,TRUE,653
1995-09-27,1995-10-27,38,48,"1//27306070",TRUE,TRUE,497
1995-09-27,1995-10-28,25,30,"1//27306090",TRUE,TRUE,497
1995-10-28,1995-11-23,30,26,"1//27306090",TRUE,TRUE,653
1995-11-23,1995-12-19,26,20,"1//27306090",TRUE,TRUE,542
1995-12-19,1996-01-16,20,22,"1//27306090",TRUE,TRUE,398
1996-01-16,1996-02-14,22,26,"1//27306090",TRUE,TRUE,186
1996-02-14,1996-03-15,26,24,"1//27306090",TRUE,TRUE,125
1995-09-27,1995-10-29,21,22,"1//273090100",TRUE,TRUE,497
1995-09-27,1995-10-27,43,51,"1//27406080",TRUE,TRUE,497
1995-10-27,1995-11-22,51,40,"1//27406080",TRUE,TRUE,653
1995-09-27,1995-10-29,18,22,"1//27507090",TRUE,TRUE,497
1995-09-27,1995-10-27,18,27,"1//275090100",TRUE,TRUE,497
1995-09-27,1995-10-27,19,23,"1//281060100",TRUE,TRUE,497
1995-09-27,1995-10-27,50,53,"1//28107080",TRUE,TRUE,497
1995-11-22,1995-12-19,23,22,"1//28108090",TRUE,TRUE,542
1995-09-27,1995-10-29,19,36,"1//28307090",TRUE,TRUE,497
1995-10-29,1995-11-18,36,30,"1//28307090",TRUE,TRUE,653
1995-09-27,1995-10-28,33,33,"1//283080100",TRUE,TRUE,497
1995-09-27,1995-10-27,25,34,"1//28308090",TRUE,TRUE,497
1995-10-27,1995-11-18,34,30,"1//28308090",TRUE,TRUE,653
1995-09-27,1995-10-28,23,27,"1//285060100",TRUE,TRUE,497
1995-09-27,1995-10-27,28,33,"1//28507090",TRUE,TRUE,497
1995-09-27,1995-10-29,20,18,"1//285080100",TRUE,TRUE,497
1995-09-27,1995-10-29,17,20,"1//35206080",TRUE,TRUE,497
1995-09-27,1995-10-27,44,47,"1//35207080",TRUE,TRUE,497
1995-09-27,1995-10-27,49,50,"1//35307080",TRUE,TRUE,497
1995-09-27,1995-10-27,48,47,"1//47103090",TRUE,TRUE,497
1995-10-27,1995-11-22,47,36,"1//47103090",TRUE,TRUE,653
1995-09-27,1995-10-27,58,48,"1//48103060",TRUE,TRUE,497
1995-11-22,1995-12-19,16,14,"1//362080100",TRUE,TRUE,542
1995-09-28,1995-10-27,15,26,"1//36208090",TRUE,TRUE,497
1995-10-27,1995-11-22,26,20,"1//36208090",TRUE,TRUE,653
1995-11-22,1995-12-19,20,20,"1//36208090",TRUE,TRUE,542
1995-12-19,1996-01-16,20,20,"1//36208090",TRUE,TRUE,398
1995-09-28,1995-10-27,41,45,"1//36406070",TRUE,TRUE,497
1995-10-27,1995-11-22,45,38,"1//36406070",TRUE,TRUE,653
1995-09-28,1995-10-27,37,48,"1//365090100",TRUE,TRUE,497
1995-09-28,1995-10-27,26,26,"1//37106070",TRUE,TRUE,497
1995-10-27,1995-11-18,26,25,"1//37106070",TRUE,TRUE,653
1995-09-28,1995-11-08,29,29,"1//37107080",TRUE,TRUE,497
1995-09-28,1995-10-27,42,44,"1//37306070",TRUE,TRUE,497
1995-10-27,1995-11-23,44,42,"1//37306070",TRUE,TRUE,653
1995-09-28,1995-10-28,23,28,"1//37406070",TRUE,TRUE,497
1995-10-28,1995-11-23,28,21,"1//37406070",TRUE,TRUE,653
1995-09-28,1995-10-27,43,43,"1//37506070",TRUE,TRUE,497
1995-09-28,1995-10-28,19,26,"1//381060100",TRUE,TRUE,497
1995-09-28,1995-10-27,69,42,"1//38107090",TRUE,TRUE,497
1995-09-29,1995-10-29,24,28,"1//382090100",TRUE,TRUE,497
1995-09-29,1995-10-28,21,26,"1//38408090",TRUE,TRUE,497
1995-09-29,1995-10-27,40,49,"1//384090100",TRUE,TRUE,497
1995-09-29,1995-10-27,45,41,"1//38507080",TRUE,TRUE,497
1995-09-29,1995-10-28,20,26,"1//451060100",TRUE,TRUE,497
1995-09-29,1995-10-27,23,27,"1//451070100",TRUE,TRUE,497
1995-09-29,1995-10-27,19,25,"1//452090100",TRUE,TRUE,497
1995-09-29,1995-10-29,13,20,"1//45306090",TRUE,TRUE,497
1995-10-29,1995-11-23,20,21,"1//45306090",TRUE,TRUE,653
1995-11-23,1995-12-20,21,19,"1//45306090",TRUE,TRUE,542
1995-12-20,1996-01-16,19,21,"1//45306090",TRUE,TRUE,398
1995-09-29,1995-10-28,27,28,"1//453070100",TRUE,TRUE,497
1995-09-29,1995-10-27,49,49,"1//461070100",TRUE,TRUE,497
1995-09-29,1995-10-27,42,38,"1//46107080",TRUE,TRUE,497
1995-09-29,1995-10-28,32,31,"1//46207080",TRUE,TRUE,497
1995-10-27,1995-11-23,54,40,"1//462090100",TRUE,TRUE,653
1995-10-27,1995-11-24,40,34,"1//46406070",TRUE,TRUE,653
1995-10-27,1995-11-22,36,27,"1//46406090",TRUE,TRUE,653
1995-11-22,1995-12-19,27,27,"1//46406090",TRUE,TRUE,542
1995-12-19,1996-01-16,27,26,"1//46406090",TRUE,TRUE,398
1996-01-16,1996-02-13,26,24,"1//46406090",TRUE,TRUE,186
1996-02-13,1996-03-15,24,23,"1//46406090",TRUE,TRUE,125
1995-10-27,1995-11-22,27,20,"1//46407080",TRUE,TRUE,653
1995-10-27,1995-11-22,30,24,"1//47106080",TRUE,TRUE,653
1995-10-27,1995-11-22,37,31,"1//47107090",TRUE,TRUE,653
1995-10-27,1995-11-22,23,20,"1//47207090",TRUE,TRUE,653
1995-10-27,1995-11-22,24,20,"1//47208090",TRUE,TRUE,653
1995-10-27,1995-11-28,25,20,"1//473060100",TRUE,TRUE,653
1995-10-27,1995-11-22,41,32,"1//47405080",TRUE,TRUE,653
1995-10-27,1995-11-19,25,21,"1//475060100 B",TRUE,TRUE,653
1995-10-27,1995-11-22,34,27,"1//47507090",TRUE,TRUE,653
1995-11-22,1995-12-19,27,29,"1//47507090",TRUE,TRUE,542
1995-12-19,1996-01-16,29,30,"1//47507090",TRUE,TRUE,398
1996-01-16,1996-02-13,30,28,"1//47507090",TRUE,TRUE,186
1995-10-27,1995-11-23,53,41,"1//484060100",TRUE,TRUE,653
1995-10-27,1995-11-24,47,41,"1//48406070",TRUE,TRUE,653
1995-11-24,1995-12-19,41,40,"1//48406070",TRUE,TRUE,542
1995-10-27,1995-11-22,48,33,"1//48406080",TRUE,TRUE,653
1995-10-27,1995-11-22,22,21,"2//220",TRUE,TRUE,653
1995-10-27,1995-11-23,32,27,"2//26",TRUE,TRUE,653
1995-11-23,1995-12-19,27,25,"2//26",TRUE,TRUE,542
1995-12-19,1996-01-16,25,24,"2//26",TRUE,TRUE,398
1996-01-16,1996-02-14,24,26,"2//26",TRUE,TRUE,186
1996-02-14,1996-03-15,26,27,"2//26",TRUE,TRUE,125
1996-03-15,1996-04-11,27,38,"2//26",TRUE,TRUE,60
1995-10-27,1995-11-24,25,25,"2//260",TRUE,TRUE,653
1995-11-24,1995-12-19,25,23,"2//260",TRUE,TRUE,542
1995-12-19,1996-01-16,23,23,"2//260",TRUE,TRUE,398
1996-01-16,1996-02-13,23,26,"2//260",TRUE,TRUE,186
1995-10-28,1995-11-22,59,43,"1//15106080",TRUE,TRUE,653
1995-11-22,1995-12-19,43,38,"1//15106080",TRUE,TRUE,542
1995-10-28,1995-11-22,18,13,"2//11090",TRUE,TRUE,653
1995-10-28,1995-11-23,30,24,"2//1730",TRUE,TRUE,653
1995-11-23,1995-12-19,24,18,"2//1730",TRUE,TRUE,542
1995-10-28,1995-11-22,49,42,"2//1750",TRUE,TRUE,653
1995-10-28,1995-11-22,43,34,"2//1790",TRUE,TRUE,653
1995-11-22,1995-12-19,34,30,"2//1790",TRUE,TRUE,542
1995-10-28,1995-11-22,27,20,"2//1890",TRUE,TRUE,653
1995-10-28,1995-11-24,21,16,"2//2080",TRUE,TRUE,653
1995-10-28,1995-11-22,40,31,"2//2090",TRUE,TRUE,653
1995-10-28,1995-11-22,26,21,"2//280",TRUE,TRUE,653
1995-10-28,1995-11-22,44,36,"2//3090",TRUE,TRUE,653
1995-10-28,1995-11-24,23,20,"2//320",TRUE,TRUE,653
1995-10-28,1995-11-23,37,30,"2//370",TRUE,TRUE,653
1995-10-28,1995-11-23,21,20,"2//570",TRUE,TRUE,653
1995-10-28,1995-11-24,21,20,"2//630",TRUE,TRUE,653
1995-11-24,1995-12-19,20,21,"2//630",TRUE,TRUE,542
1995-10-29,1995-11-22,28,21,"2//21070",TRUE,TRUE,653
1995-11-22,1995-12-19,21,19,"2//21070",TRUE,TRUE,542
1995-10-29,1995-11-18,40,40,"2//23070",TRUE,TRUE,653
1995-10-29,1995-11-22,31,28,"2//25070",TRUE,TRUE,653
1995-10-29,1995-11-23,49,41,"2//25090",TRUE,TRUE,653
1995-10-29,1995-11-23,48,36,"2//2620",TRUE,TRUE,653
1995-11-23,1995-12-19,36,33,"2//2620",TRUE,TRUE,542
1995-10-29,1995-11-23,34,27,"2//2660",TRUE,TRUE,653
1995-11-23,1995-12-21,27,25,"2//2660",TRUE,TRUE,542
1995-10-29,1995-11-30,22,19,"2//2710",TRUE,TRUE,653
1995-10-29,1995-11-22,24,20,"2//2790",TRUE,TRUE,653
1995-10-29,1995-11-23,27,23,"2//2810",TRUE,TRUE,653
1995-10-29,1995-11-22,44,35,"2//3620",TRUE,TRUE,653
1995-10-29,1995-11-23,26,24,"2//3650",TRUE,TRUE,653
1995-10-29,1995-11-22,36,28,"2//3790",TRUE,TRUE,653
1995-10-29,1995-11-23,46,45,"2//3810",TRUE,TRUE,653
1995-10-29,1995-11-22,22,18,"2//3840",TRUE,TRUE,653
1995-11-22,1995-12-19,18,19,"2//3840",TRUE,TRUE,542
1995-12-19,1996-01-16,19,19,"2//3840",TRUE,TRUE,398
1996-01-16,1996-02-14,19,27,"2//3840",TRUE,TRUE,186
1996-02-14,1996-03-15,27,29,"2//3840",TRUE,TRUE,125
1996-03-15,1996-04-10,29,27,"2//3840",TRUE,TRUE,60
1995-10-29,1995-11-23,29,20,"2//3850",TRUE,TRUE,653
1995-10-29,1995-11-22,28,23,"2//3860",TRUE,TRUE,653
1995-11-22,1995-12-20,23,23,"2//3860",TRUE,TRUE,542
1995-12-20,1996-01-16,23,24,"2//3860",TRUE,TRUE,398
1995-11-08,1995-11-24,22,20,"2//310100",TRUE,TRUE,340
1995-11-08,1995-11-28,23,20,"2//33080",TRUE,TRUE,340
1995-11-28,1995-12-19,20,20,"2//33080",TRUE,TRUE,233
1995-11-08,1995-11-24,34,30,"2//35090",TRUE,TRUE,340
1995-11-08,1995-11-23,25,22,"2//4510",TRUE,TRUE,340
1995-11-22,1995-12-19,22,19,"2//45070",TRUE,TRUE,542
1995-11-22,1995-12-20,23,20,"2//4680",TRUE,TRUE,542
1995-12-20,1996-01-16,20,20,"2//4680",TRUE,TRUE,398
1995-11-22,1995-12-20,34,23,"2//48100",TRUE,TRUE,542
1995-11-22,1995-12-19,26,25,"2//530100",TRUE,TRUE,542
1995-11-22,1995-12-19,31,28,"2//63090",TRUE,TRUE,542
1995-12-19,1996-01-16,28,28,"2//63090",TRUE,TRUE,398
1995-11-22,1995-12-19,16,17,"2//65070",TRUE,TRUE,542
1995-11-22,1995-12-19,26,26,"2//71090",TRUE,TRUE,542
1995-12-19,1996-01-16,26,25,"2//71090",TRUE,TRUE,398
1995-11-23,1995-12-19,20,22,"2//153090",TRUE,TRUE,542
1995-11-23,1995-12-19,34,19,"2//154060",TRUE,TRUE,542
1995-11-23,1995-12-19,26,19,"2//1610100",TRUE,TRUE,542
1995-11-23,1995-12-19,29,20,"2//161070",TRUE,TRUE,542
1995-12-19,1996-01-16,20,24,"2//161070",TRUE,TRUE,398
1996-01-16,1996-02-13,24,23,"2//161070",TRUE,TRUE,186
1996-02-13,1996-03-15,23,24,"2//161070",TRUE,TRUE,125
1995-11-23,1995-12-19,51,39,"2//161080",TRUE,TRUE,542
1995-11-23,1995-12-19,20,18,"2//1640100",TRUE,TRUE,542
1995-11-23,1995-12-19,28,22,"2//1710100",TRUE,TRUE,542
1995-11-23,1995-12-19,20,20,"2//81070",TRUE,TRUE,542
1995-11-23,1995-12-19,25,24,"2//820100",TRUE,TRUE,542
1995-11-23,1995-12-19,27,26,"2//850100",TRUE,TRUE,542
1995-12-19,1996-01-16,26,28,"2//850100",TRUE,TRUE,398
1995-11-24,1995-12-19,18,19,"2//1730100",TRUE,TRUE,542
1995-11-24,1995-12-20,32,28,"2//173080",TRUE,TRUE,542
1995-11-24,1995-12-19,32,24,"2//174090",TRUE,TRUE,542
1995-11-24,1995-12-21,23,26,"2//175090",TRUE,TRUE,542
1995-11-24,1995-12-19,23,20,"2//183080",TRUE,TRUE,542
1995-11-24,1995-12-19,25,23,"2//2510100",TRUE,TRUE,542
1995-11-24,1995-12-19,20,19,"2//251080",TRUE,TRUE,542
1995-12-19,1996-01-16,19,21,"2//251080",TRUE,TRUE,398
1995-11-24,1995-12-19,21,21,"2//252080",TRUE,TRUE,542
1995-12-19,1996-01-18,22,24,"2//26106070",TRUE,TRUE,398
1996-01-18,1996-02-14,24,25,"2//26106070",TRUE,TRUE,186
1995-12-19,1996-01-16,22,22,"2//261090",TRUE,TRUE,398
1996-01-16,1996-02-13,22,25,"2//261090",TRUE,TRUE,186
1995-12-19,1996-01-18,23,22,"2//263080",TRUE,TRUE,398
1995-12-19,1996-01-16,19,20,"2//275090",TRUE,TRUE,398
1996-01-16,1996-02-14,20,23,"2//275090",TRUE,TRUE,186
1996-02-14,1996-03-15,23,25,"2//275090",TRUE,TRUE,125
1996-03-15,1996-04-10,25,27,"2//275090",TRUE,TRUE,60
1995-12-19,1996-01-16,22,21,"2//2830100",TRUE,TRUE,398
1995-12-19,1996-01-16,29,27,"2//283080",TRUE,TRUE,398
1996-01-16,1996-02-13,27,30,"2//283080",TRUE,TRUE,186
1995-12-19,1996-01-17,23,20,"2//284080",TRUE,TRUE,398
1995-12-20,1996-01-16,20,20,"2//3530100",TRUE,TRUE,398
1996-01-16,1996-02-13,20,26,"2//3530100",TRUE,TRUE,186
1996-02-13,1996-03-15,26,33,"2//3530100",TRUE,TRUE,125
1995-12-20,1996-01-16,27,37,"2//354090",TRUE,TRUE,398
1995-12-20,1996-01-16,19,25,"2//363090",TRUE,TRUE,398
1995-12-20,1996-01-17,16,22,"2//365080",TRUE,TRUE,398
1996-01-17,1996-02-13,22,20,"2//365080",TRUE,TRUE,186
1995-12-20,1996-01-17,30,28,"2//371080",TRUE,TRUE,398
1996-01-17,1996-02-13,28,26,"2//371080",TRUE,TRUE,186
1995-12-20,1996-01-18,21,22,"2//372060",TRUE,TRUE,398
1995-12-20,1996-01-16,22,22,"2//373090",TRUE,TRUE,398
1996-01-16,1996-02-13,22,20,"2//373090",TRUE,TRUE,186
1995-12-20,1996-01-16,28,24,"2//374070",TRUE,TRUE,398
1996-01-16,1996-02-13,24,25,"2//374070",TRUE,TRUE,186
1996-02-13,1996-03-15,25,24,"2//374070",TRUE,TRUE,125
1995-12-21,1996-01-16,23,25,"2//383070",TRUE,TRUE,398
1995-12-21,1996-01-16,20,19,"2//451090",TRUE,TRUE,398
1995-12-21,1996-01-16,25,27,"2//453080",TRUE,TRUE,398
1995-12-21,1996-01-16,24,25,"2//462090",TRUE,TRUE,398
1996-01-16,1996-02-13,26,26,"2//463090",TRUE,TRUE,186
1996-01-16,1996-02-13,21,23,"2//4710100",TRUE,TRUE,186
1996-01-16,1996-02-18,25,32,"2//471060",TRUE,TRUE,186
1996-01-17,1996-02-18,19,23,"2//46106070",TRUE,TRUE,186
1996-01-17,1996-02-13,20,19,"2//472080",TRUE,TRUE,186
1996-02-13,1996-03-15,19,22,"2//472080",TRUE,TRUE,125
1996-01-17,1996-02-14,17,20,"2//472090",TRUE,TRUE,186
1996-01-18,1996-02-13,29,25,"2//4750100",TRUE,TRUE,186
1996-01-18,1996-02-18,25,28,"2//481060",TRUE,TRUE,186
1996-02-18,1996-03-15,28,30,"2//481060",TRUE,TRUE,125
1996-01-18,1996-02-20,24,29,"2//481080",TRUE,TRUE,186
1996-01-18,1996-02-13,28,29,"2//4820100",TRUE,TRUE,186
1996-02-13,1996-03-15,29,34,"2//4820100",TRUE,TRUE,125
1996-01-18,1996-02-14,34,35,"2//483060",TRUE,TRUE,186
1996-04-10,1996-05-07,33,44,"2//483080",TRUE,TRUE,45
1996-02-13,1996-03-16,27,28,"2//4840100",TRUE,TRUE,125
1996-02-14,1996-03-16,22,28,"2//15102080",TRUE,TRUE,125
1996-03-16,1996-04-10,28,30,"2//15102080",TRUE,TRUE,60
1996-04-10,1996-05-07,30,38,"2//15102080",TRUE,TRUE,45
1996-02-14,1996-03-16,24,29,"2//485070",TRUE,TRUE,125
1996-02-15,1996-03-15,24,27,"2//15103070",TRUE,TRUE,125
1996-02-18,1996-03-16,26,24,"2//15104080",TRUE,TRUE,125
1996-03-16,1996-04-10,24,26,"2//15104080",TRUE,TRUE,60
1996-04-11,1996-05-03,23,34,"2//15205090",TRUE,TRUE,45
1996-02-19,1996-03-16,27,30,"2//15405080",TRUE,TRUE,125
1996-03-16,1996-04-11,30,29,"2//15405080",TRUE,TRUE,60
1996-05-16,1996-06-07,47,48,"2//16102070",TRUE,TRUE,15
1996-02-20,1996-03-16,29,28,"2//15102060100",TRUE,TRUE,125
1996-03-16,1996-04-11,28,28,"2//15102060100",TRUE,TRUE,60
1996-04-11,1996-05-09,32,44,"2//17104060",TRUE,TRUE,45
1996-09-04,1996-10-02,45,38,"2//18203070",TRUE,TRUE,64
1996-10-02,1996-11-05,38,36,"2//18203070",TRUE,TRUE,133
1996-07-10,1996-08-07,32,40,"2//18204070",TRUE,TRUE,38
1996-10-02,1996-11-05,42,42,"2//18204070",TRUE,TRUE,133
1996-07-10,1996-08-07,36,38,"2//18205090",TRUE,TRUE,38
1996-08-07,1996-09-04,38,37,"2//18205090",TRUE,TRUE,45
1996-09-04,1996-10-02,39,38,"2//18305090",TRUE,TRUE,64
1996-10-02,1996-11-05,38,36,"2//18305090",TRUE,TRUE,133
1996-11-05,1996-12-03,36,36,"2//18305090",TRUE,TRUE,320
1996-07-11,1996-08-08,58,58,"2//18405070",TRUE,TRUE,38
1996-07-18,1996-08-06,29,35,"2//25203090",TRUE,TRUE,39
1996-08-07,1996-09-04,22,31,"2//25405060",TRUE,TRUE,45
1996-08-07,1996-09-04,37,33,"2//26102090",TRUE,TRUE,45
1996-09-04,1996-10-04,13,15,"2//26203060",TRUE,TRUE,64
1996-10-04,1996-11-05,15,18,"2//26203060",TRUE,TRUE,133
1996-09-04,1996-10-03,18,23,"2//26203080",TRUE,TRUE,64
1996-10-03,1996-11-07,23,24,"2//26203080",TRUE,TRUE,133
1996-09-04,1996-10-03,26,31,"2//26204070",TRUE,TRUE,64
1996-09-05,1996-10-04,45,36,"2//27102060",TRUE,TRUE,64
1996-12-03,1997-01-07,29,28,"2//27105060",TRUE,TRUE,406
1996-10-02,1996-11-07,30,33,"2//27204060",TRUE,TRUE,133
1996-10-02,1996-11-05,38,36,"2//273040100",TRUE,TRUE,133
1996-11-05,1996-12-03,36,34,"2//273040100",TRUE,TRUE,320
1996-10-02,1996-11-06,26,26,"2//27305080",TRUE,TRUE,133
1996-11-06,1996-12-03,26,28,"2//27305080",TRUE,TRUE,320
1996-10-02,1996-11-06,18,21,"2//28102080",TRUE,TRUE,133
1996-11-06,1996-12-04,21,24,"2//28102080",TRUE,TRUE,320
1996-10-02,1996-11-05,21,25,"2//28103060",TRUE,TRUE,133
1996-10-02,1996-11-06,17,20,"2//28105080",TRUE,TRUE,133
1996-11-06,1996-12-03,20,19,"2//28105080",TRUE,TRUE,320
1996-12-03,1997-01-07,25,24,"2//28203060",TRUE,TRUE,406
1997-01-07,1997-01-29,24,39,"2//28203060",TRUE,TRUE,297
1997-01-29,1997-02-25,39,24,"2//28203060",TRUE,TRUE,204
1996-12-04,1997-01-07,27,23,"2//28204090",TRUE,TRUE,406
1997-01-07,1997-01-28,23,24,"2//28204090",TRUE,TRUE,297
1997-01-28,1997-02-25,24,23,"2//28204090",TRUE,TRUE,204
1996-10-03,1996-11-05,37,38,"2//28304090",TRUE,TRUE,133
1996-11-05,1996-12-03,38,38,"2//28304090",TRUE,TRUE,320
1996-10-03,1996-11-07,20,26,"2//28305080",TRUE,TRUE,133
1996-10-03,1996-11-05,18,26,"2//28405060",TRUE,TRUE,133
1996-11-05,1996-12-03,26,27,"2//28405060",TRUE,TRUE,320
1996-10-03,1996-11-06,23,42,"2//35102060",TRUE,TRUE,133
1996-10-03,1996-11-06,27,27,"2//35203060",TRUE,TRUE,133
1996-12-04,1997-01-07,22,19,"2//36103060",TRUE,TRUE,406
1997-03-28,1997-04-25,20,30,"2//36104090",TRUE,TRUE,32
1996-10-04,1996-11-05,37,38,"2//36105060",TRUE,TRUE,133
1996-10-04,1996-11-07,25,25,"2//36204070",TRUE,TRUE,133
1996-11-07,1996-12-03,25,26,"2//36204070",TRUE,TRUE,320
1996-12-03,1997-01-08,26,22,"2//36204070",TRUE,TRUE,406
1997-01-08,1997-01-28,22,23,"2//36204070",TRUE,TRUE,297
1996-10-04,1996-11-05,21,24,"2//36204090",TRUE,TRUE,133
1996-11-05,1996-12-03,36,35,"2//36102070",TRUE,TRUE,320
